Endothelial	Epithelial	Fibroblasts	Immune	Muscle	Myofibroblast_Mesothelium	Pericytes
COL9A3 / ITGA2 + ITGB1	100	33.2615276572167	13.9439573849779	0	25.6746289275458	15.7785854879719	12.3270699580878
LAMA1 / ITGA2 + ITGB1	100	33.2615276572167	13.9439573849779	0	25.6746289275458	15.7785854879719	12.3270699580878
LAMA2 / ITGA2 + ITGB1	100	33.2615276572167	13.9439573849779	0	25.6746289275458	15.7785854879719	12.3270699580878
FGF1 / FGFR3	17.5580578965425	100	12.7275584702826	9.26238068988981	14.1380709331568	13.8382448247462	14.261288953505
FGF17 / FGFR3	17.5580578965425	100	12.7275584702826	9.26238068988981	14.1380709331568	13.8382448247462	14.261288953505
NCAM1 / NCAM1	6.12306371927419	6.9231623622447	62.3140017343828	4.32617988447146	81.333029016013	52.2049705947328	8.25414246536111
FGF1 / FGFR1	100	17.7181323979536	80.5030933193492	12.3640849334071	74.0365812196272	52.1747126219571	44.8998555851697
FGF17 / FGFR1	100	17.7181323979536	80.5030933193492	12.3640849334071	74.0365812196272	52.1747126219571	44.8998555851697
NCAM1 / FGFR1	100	17.7181323979536	80.5030933193492	12.3640849334071	74.0365812196272	52.1747126219571	44.8998555851697
EFNA3 / EPHA4	100	16.4896646461272	30.6235343196429	10.5097225133765	10.2935267474612	50.8602818475165	18.5160156326823
EFNB3 / EPHA4	100	16.4896646461272	30.6235343196429	10.5097225133765	10.2935267474612	50.8602818475165	18.5160156326823
FGF2 / FGFR3	17.356305991992	98.8509440751401	12.5813117055898	9.15595075578955	13.9756165914385	13.6792356526908	14.0974187678233
COL9A2 / SDC4	7.67527882238961	100	14.7449514019374	31.7467618597488	21.1521351935402	20.217005205155	9.35321997747492
COL9A3 / SDC4	7.67527882238961	100	14.7449514019374	31.7467618597488	21.1521351935402	20.217005205155	9.35321997747492
FGF2 / FGFR1	98.8509440751401	17.5145411478604	79.5780677558677	12.2220146829251	73.1858594965594	51.5751959952959	44.3839311343148
MDK / LRP1	13.861302000503	43.5461942155627	89.6803214237475	23.5968176895432	71.0296910141069	98.5466460807869	48.5327540579634
EFNB3 / EPHB2	47.3116494062679	100	69.2243735601618	46.0557956394881	68.9112832459201	83.7923151799601	1.8304560631936
MDK / SDC4	7.56372985681388	98.5466460807869	14.5306550728513	31.2853690520369	20.8447198077076	19.9231805676583	9.21728458835966
DLL3 / NOTCH1	100	15.5628062844858	18.2872195119884	13.0132098434516	27.1589694191871	15.7789195259097	51.0214109072791
EFNB3 / EPHB4	100	18.8461915791977	28.0621978137242	2.87889977941218	18.9127304257656	21.9456032608975	24.475253586973
NRG2 / ERBB2 + ERBB3	12.1728578342028	100	27.7712606274914	10.0609754158257	28.4889725742325	24.002103152399	12.3813151725729
SEMA3B / NRP1 + PLXNA2	100	16.27773248858	17.9603884230243	8.46653804406669	19.5351780619335	26.9513267229139	29.6588479834947
SEMA3C / NRP1 + PLXNA2	100	16.27773248858	17.9603884230243	8.46653804406669	19.5351780619335	26.9513267229139	29.6588479834947
ADCYAP1 / ADCYAP1R1	13.2829467206367	14.7745645154708	100	52.6517216320663	22.2645657784351	19.9566372022709	33.0089663390498
NRXN1 / NLGN2	58.1455214390862	15.6545948498773	100	15.2852157368961	66.0322696079425	77.2868503510604	54.5101127278633
NRXN2 / NLGN2	58.1455214390862	15.6545948498773	100	15.2852157368961	66.0322696079425	77.2868503510604	54.5101127278633
NRXN3 / NLGN2	58.1455214390862	15.6545948498773	100	15.2852157368961	66.0322696079425	77.2868503510604	54.5101127278633
LAMA1 / SV2B	82.1188414203274	1.89450885066771	0	0	0	0	0
LAMA2 / SV2B	82.1188414203274	1.89450885066771	0	0	0	0	0
FGF18 / FGFR4	7.10438075206602	68.8141608565191	49.3363590819243	8.31814034762015	4.50094293655973	76.3337153470536	19.8950719936732
BTC / EGFR + ERBB2	12.0838123766888	91.5675333362425	41.8448148482184	13.4778984397109	34.5071674352302	80.3135538809968	52.1006764951615
LAMA1 / ITGA6 + ITGB1	100	32.6926467501047	17.2423001415028	20.2886072221203	13.098427378202	29.1749630793922	19.789961382411
LAMA2 / ITGA6 + ITGB1	100	32.6926467501047	17.2423001415028	20.2886072221203	13.098427378202	29.1749630793922	19.789961382411
COL2A1 / CD44	4.35649990266643	3.70507710053476	11.6128421968076	86.6105822206499	33.9364068947609	20.7020263842687	3.34510862763774
CLDN11 / CLDN11	85.5249649589714	7.84991017849056	17.0831693608115	0	0	9.98808735656442	14.1716930039414
SEMA6D / PLXNA1 + TREM2	54.5429949063391	57.9358963016245	96.1143519358088	19.4169141554821	56.5861702195431	96.0350515746375	100
SEMA6D / PLXNA1	54.5429949063391	57.9358963016245	96.1143519358088	19.4169141554821	56.5861702195431	96.0350515746375	100
MDK / ITGA6 + ITGB1	98.5466460807869	32.2175068872675	16.9917084966338	19.9937419539038	12.9080608705456	28.7509476100489	19.5023432030489
MSTN / ACVR1B + ACVR2B	95.2333760096495	73.2488750203746	47.2496468508145	18.4966824681929	15.4426248296843	58.9125019524207	74.3334291034613
COL9A2 / ITGA1 + ITGB1	60.1873507115464	17.2242799379026	28.6350331901761	18.3551222449274	74.8959060033925	58.9181172522034	94.0484708117752
COL9A3 / ITGA1 + ITGB1	60.1873507115464	17.2242799379026	28.6350331901761	18.3551222449274	74.8959060033925	58.9181172522034	94.0484708117752
LAMA1 / ITGA1 + ITGB1	60.1873507115464	17.2242799379026	28.6350331901761	18.3551222449274	74.8959060033925	58.9181172522034	94.0484708117752
LAMA2 / ITGA1 + ITGB1	60.1873507115464	17.2242799379026	28.6350331901761	18.3551222449274	74.8959060033925	58.9181172522034	94.0484708117752
MIF / CD74 + CXCR4	20.8835412172525	2.90695617699735	3.86180909787785	83.2102785850973	2.75312594908352	7.20515962682611	5.3178550725523
COL2A1 / ITGA11 + ITGB1	28.6790800568523	19.4841823647835	42.1292782409465	0	0	84.8116624279389	41.0747569874852
COL2A1 / SDC1	17.6810336989152	86.6105822206499	33.4676478840693	9.25559168371487	0	50.9359562284043	22.61764049476
NECTIN3 / NECTIN1	42.3128678073658	89.6150759239877	64.7500334960653	19.2212929847477	0	44.1106885681756	54.6695841559369
ALCAM / CD6	13.5042300099238	4.41329614809184	0	80.1333187695122	0	0	6.41950187758408
CLEC2L / KLRB1	0	0	0	77.4741465956394	0	0.853415538931544	1.77818887219914
SPP1 / ITGA8 + ITGB1	31.2307562246408	13.2562243449893	52.8105111540095	15.1580932957418	37.775216476953	97.9229792173338	54.7137586636044
LAMA1 / ITGA7 + ITGB1	24.9772545951919	13.488675612192	23.8754374151113	11.8759514608301	31.9951403670943	12.6464267526113	94.0484708117752
LAMA2 / ITGA7 + ITGB1	24.9772545951919	13.488675612192	23.8754374151113	11.8759514608301	31.9951403670943	12.6464267526113	94.0484708117752
NECTIN3 / PVR	55.320132118308	89.6150759239877	20.0697118754797	0	26.9790667476142	30.4666743913851	24.2559874605443
LRRC4B / PTPRF	15.5878061782762	89.9710690088833	16.5636040160326	5.25300164306658	32.8918672264304	15.4178292501696	15.3882454311918
FGF18 / FGFR2	4.54111772091952	14.5756254994127	42.6179323440225	11.418947911219	76.3337153470536	57.4326010474634	4.28427252268949
COL2A1 / ITGA2 + ITGB1	86.61058222065	28.8080027593979	12.0769426757287	0	22.2369455971388	13.6659247573155	10.6765470614467
SPP1 / ITGA9 + ITGB1	67.9867721741646	16.5518608119129	32.2289950625577	28.9122117309265	95.3329730211357	60.6225570279923	24.6999030041946
COL9A2 / ITGA9 + ITGB1	67.9867721741646	16.5518608119129	32.2289950625577	28.9122117309265	95.3329730211357	60.6225570279923	24.6999030041946
COL9A3 / ITGA9 + ITGB1	67.9867721741646	16.5518608119129	32.2289950625577	28.9122117309265	95.3329730211357	60.6225570279923	24.6999030041946
LAMA1 / ITGA9 + ITGB1	67.9867721741646	16.5518608119129	32.2289950625577	28.9122117309265	95.3329730211357	60.6225570279923	24.6999030041946
LAMA2 / ITGA9 + ITGB1	67.9867721741646	16.5518608119129	32.2289950625577	28.9122117309265	95.3329730211357	60.6225570279923	24.6999030041946
MIF / CD74 + CXCR2	26.9718476159289	6.01254275807933	8.35893836377943	83.2102785850973	7.22878829276226	7.03535679497454	5.26454872965485
SPP1 / ITGA5 + ITGB1	100	11.5255592101039	35.743094878711	24.8955962654166	54.8152197978518	51.2035796054575	35.4285377085816
MAG / MAG	77.0581738754312	0	22.942654693463	40.6023900306566	54.7018849023879	43.9975026622405	0
DLL3 / NOTCH2	13.5805062230846	24.7607867332495	65.1180166714562	40.7839911360725	100	57.572698592253	55.0736864219357
CCL2 / ACKR2	0	75.1666004909224	0	0	0	0	0
MIF / CD74 + CD44	10.6249577556451	4.62626730713448	9.65712455194867	83.2102785850973	15.3521318312747	11.8291217444264	4.11328400416501
COL9A2 / ITGA10 + ITGB1	100	26.3811077464774	43.4955084592353	33.1567201547681	65.656696540737	66.3674982122006	90.6391717614165
COL9A3 / ITGA10 + ITGB1	100	26.3811077464774	43.4955084592353	33.1567201547681	65.656696540737	66.3674982122006	90.6391717614165
COL2A1 / SDC4	6.64760367512989	86.6105822206499	12.7706882573699	27.4960552829317	18.3199874432242	17.5100659157638	8.10087827886917
PSAP / GPR37	9.18186502618871	6.73550370726524	31.0363279737382	19.6618341471329	0	59.7806881367943	71.6469325630089
PSAP / GPR37L1	0	71.6469325630089	30.3179583862374	0	0	0	0
MIF / ACKR3	20.2921096535984	27.1010300585911	13.1365857235775	7.04577605484441	8.53042370931976	83.2102785850973	48.4877077935016
PYY / NPY1R	0.700791898310921	4.49433645479195	9.01553849367227	0	0	3.74597938547612	75.2575562605507
CCL2 / ACKR1	75.1666004909224	4.80934287748219	5.14012927635079	0	3.96569032520955	2.75895475004113	2.97438132605823
TGFB2 / ACVR1B + TGFBR2	95.2333760096495	37.696236696429	30.6577668356977	12.4623131147567	17.8156321307241	32.041021391204	42.8292101139671
SPP1 / ITGA4 + ITGB1	15.286152764415	7.56202465307597	31.9368108488185	62.0581543562216	18.8394268837168	55.8160405619779	79.1856165021982
MDK / ITGA4 + ITGB1	15.0639908641165	7.45212167140863	31.4726559566755	61.1562297376941	18.565623334745	55.0048359489208	78.0347692413104
NEGR1 / NEGR1	4.45937894685949	3.57643452683942	20.2191805754171	2.26920112915788	46.4937521856669	70.8831232252328	5.99738716507172
BMP8B / BMPR1A + ACVR2A	27.4324794651241	43.0465517897306	61.3725474332767	0	52.0367427529916	73.5852804312869	73.6018431120849
SPP1 / ITGAV + ITGB6	0	70.9605753675042	24.680847975568	0	0	0	21.4133823234484
MSTN / ACVR1B + ACVR2A	77.560047554528	88.3313405067566	63.4363736253243	22.1144688907608	26.4856522640492	58.5507985429004	79.418631509012
SPP1 / ITGAV + ITGB5	63.3331986006683	44.3247041143659	42.1871436823412	30.4200914155363	27.4117119532199	71.0600517617917	100
SEMA6D / PLXNA1 + KDR	73.8532293852741	6.87277203281211	12.7204432878677	4.17503656870167	8.39385430309317	6.47282640990966	0
COL2A1 / ITGA1 + ITGB1	52.1286148744549	14.918049137532	24.8009689650879	15.8974782436437	64.867780248969	51.0293243855785	81.4559281396966
NECTIN3 / NECTIN2	89.6150759239877	81.0584806575866	45.7646675650453	27.3579320668457	23.1084877170349	53.3903975824796	65.304866759415
BMP8B / BMPR1A + ACVR2B	33.6834196748328	35.696407119089	45.7124363647349	0	30.3403475844919	74.0398608552072	68.8890916766227
FGF18 / FGFR3	13.4027179352176	76.3337153470536	9.71541825333534	7.07031931018094	10.7921148216804	10.5632464135501	10.8861717145893
TGFB2 / ACVR1 + TGFBR1	51.255023716936	19.5071493514421	48.1562608055009	27.3346843861417	90.9801780197899	73.6864699090314	42.9317658725274
FGF18 / FGFR1	76.3337153470536	13.524908749468	61.4510020999649	9.43796539833492	56.5148731608803	39.826896615988	34.2737279536216
COL2A1 / ITGA9 + ITGB1	58.8837392130708	14.3356630175494	27.9137202675458	25.0410349130225	82.5684429818608	52.5055495989897	21.3927297998687
SEMA3B / NRP2 + PLXNA2	72.2138174966211	16.5171057651485	17.6052085313752	15.050521437046	66.1008021453085	22.528623716512	22.0150695699307
SEMA3C / NRP2 + PLXNA2	72.2138174966211	16.5171057651485	17.6052085313752	15.050521437046	66.1008021453085	22.528623716512	22.0150695699307
BMP7 / BMPR1A + ACVR2A	25.3237103206084	39.7375092984244	56.6547626441854	0	48.036612993007	67.9286875206347	67.9439770073613
COL2A1 / ITGA10 + ITGB1	86.61058222065	22.8488310154811	37.6717131163757	28.7172283713162	56.8656471407776	57.4812766068664	78.5031143825377
EFNA5 / EPHA1	1.79870927823378	68.0784638058322	9.53626318199859	0	4.34240813190605	4.3970724030865	10.6872414343202
THBS4 / CD36	65.6003706170553	1.94906234900016	3.34627789858267	24.7625326112841	1.87899973192909	1.54207915827294	3.88419668751764
THY1 / ITGAX + ITGB2	0.722480496054207	0.467863206544213	0.80056362925715	63.5247852711834	0	0.920773877958792	0
SPP1 / ITGAV + ITGB3	82.3465713395294	50.3540325648725	61.8742003111422	32.1724412850699	45.2426500501945	78.8171394426874	100
L1CAM / ITGAV + ITGB3	82.3465713395294	50.3540325648725	61.8742003111422	32.1724412850699	45.2426500501945	78.8171394426874	100
THY1 / ITGAM + ITGB2	1.27645837824558	1.2556855799867	1.0986681828233	63.5247852711834	0	0	0
EFNA5 / EPHA2	33.7517483116852	68.0784638058322	7.76886974942841	6.64963291373349	5.19176869322102	5.57890237792165	12.2277898808129
WNT4 / FZD9 + LRP5	56.4755107329815	41.3842506824512	18.9421113292918	0	0	0	37.7699712295919
EFNA5 / EPHA3	6.99216892542399	6.27389465802892	37.4382352171852	9.71030607201554	26.1317240484059	46.0849234054113	68.0784638058322
SPP1 / ITGAV + ITGB1	90.7450116202149	43.3824859985848	65.2923114673747	35.1998541315857	64.1234904974697	86.9350588338371	94.0484708117752
EFNA5 / EPHA7	25.1602849957962	4.02663880874209	31.8102433594021	5.9220319465407	38.3802445750145	68.0784638058322	6.10459117735479
BMP7 / BMPR1A + ACVR2B	31.094132906848	32.9523794784775	42.1984639784931	0	28.0080469661173	68.3483237765339	63.5935006927284
CCL19 / ACKR4	36.896018933602	7.84471349302928	58.4714729274233	0	0	4.36760123256716	0
JAM3 / ITGAM + ITGB2	1.24034382777207	1.22015874963315	1.06758381045485	61.7274927757178	0	0	0
SEMA3C / NRP1 + NRP2	72.2138174966211	3.4716236921209	19.4129558357766	16.681930801952	29.5536172450519	9.20331203501618	20.3938677565739
BMP8B / BMPR1A + BMPR2	33.6834196748328	18.5884856995467	42.3674407001044	0	57.7442548179308	64.6020160816474	48.2216790421834
PDGFB / PDGFRA	6.35342497644	3.5638249297035	39.2043487267971	3.58435820529648	3.69839919278745	58.6248109372091	4.08125659878496
SEMA3B / NRP2 + PLXNA3	58.3528315988171	14.0574787214945	32.5637755558137	52.2052510319818	78.2792623930108	21.5157867725104	35.3550724829761
SEMA3C / NRP2 + PLXNA3	58.3528315988171	14.0574787214945	32.5637755558137	52.2052510319818	78.2792623930108	21.5157867725104	35.3550724829761
THBS4 / SDC1	13.3919243330631	65.6003706170553	25.3489821749818	7.01034710960605	0	38.5797846018954	17.1309967084578
WNT9A / FZD9 + LRP5	53.7640894553106	39.3973693527471	18.0326898289695	0	0	0	35.9566135048051
SEMA3B / NRP1 + PLXNA3	80.8056319713985	13.8537514590005	33.2207401270078	29.3676033625235	23.1343535898803	25.7396548632247	47.6305885333309
SEMA3C / NRP1 + PLXNA3	80.8056319713985	13.8537514590005	33.2207401270078	29.3676033625235	23.1343535898803	25.7396548632247	47.6305885333309
SEMA3B / NRP1 + PLXNA1	73.8532293852741	14.0789467210592	43.6291980070414	13.4986526374909	22.2313479093699	32.5169425878765	52.4163658888671
SEMA3C / NRP1 + PLXNA1	73.8532293852741	14.0789467210592	43.6291980070414	13.4986526374909	22.2313479093699	32.5169425878765	52.4163658888671
TNFSF12 / TNFRSF12A	16.9122951863584	71.2858166311644	19.7138311167038	6.69186862797321	41.8125784235843	16.748180785779	18.2182434627843
EFNA5 / EPHA4	68.0784638058322	11.2259103778168	20.8480317278647	7.15485763736244	7.00767488111402	34.6248985691058	12.6054190007778
CCL19 / CCR7	0	1.04612869581908	0.565928918879755	58.4714729274233	0	0	0
AMH / AMHR2 + BMPR1A	14.7909004595119	48.7330448544907	18.4505404408345	0	54.120859207317	34.2404344288219	0
SEMA3D / NRP1 + PLXNA2	69.7538538297116	11.3543457268755	12.5280630878448	5.9057365716952	13.626539550695	18.7995890474694	20.6881894699832
JAM3 / F11R	25.0134314052348	61.7274927757177	7.50525631804481	9.16229098809106	1.41469221329528	3.71796533505256	3.33832500068344
MPZ / MPZL1	100	63.1781846828447	62.1399326068137	34.9178400957147	47.5568259059407	68.2620631146007	41.3363041771633
EFNA5 / EPHB2	32.2090441169883	68.0784638058322	47.1268900989688	31.3540781649169	46.9137430227082	57.044520961858	1.24614636846291
BMP8B / ACVR1 + BMPR2	63.751116025257	19.8397842723831	38.2609702279045	8.70814343752837	55.8475696212232	64.6020160816474	37.7589671221763
LAMA1 / ITGAV + ITGB8	19.5912571875763	70.9605753675042	39.8319755460787	0	29.9963315138894	36.4318716537869	27.3074369265626
LAMA2 / ITGAV + ITGB8	19.5912571875763	70.9605753675042	39.8319755460787	0	29.9963315138894	36.4318716537869	27.3074369265626
COL9A2 / ITGAV + ITGB8	19.5912571875763	70.9605753675042	39.8319755460787	0	29.9963315138894	36.4318716537869	27.3074369265626
COL9A3 / ITGAV + ITGB8	19.5912571875763	70.9605753675042	39.8319755460787	0	29.9963315138894	36.4318716537869	27.3074369265626
TGFB2 / TGFBR1 + TGFBR2	80.3986297222307	14.1375880844398	22.7505052817612	31.9173213553016	37.2091185795155	29.6723696013308	26.4686593357807
JAM3 / JAM2	61.7274927757177	2.49453491804762	13.0010011391958	3.85855639905933	8.27751778644019	6.46654575719354	2.79035597361858
THBS4 / SDC4	5.03501135337995	65.6003706170553	9.67274276697564	20.8259934389092	13.875879080383	13.262430342251	6.135746969852
LAMA4 / ITGA6 + ITGB4	57.5225159906656	22.3838189253558	3.62519871121966	0	1.9606769737701	4.7620339219612	3.30674965527089
BMP7 / BMPR1A + BMPR2	31.094132906848	17.1595654615379	39.110602331044	0	53.3053814383694	59.6359779821865	44.5148180203725
JAM3 / JAM3	61.7274927757177	5.32166803040746	31.4360620440648	8.99988791418722	34.4632068960623	52.8848413375055	38.7675014272113
WNT4 / FZD9 + LRP6	56.3188816846506	16.5484916996002	13.3602140603888	0	0	0	28.6574756189794
TAC1 / TACR1	41.8669399211111	7.27324375151829	8.89751029090101	0	0	47.5186144562855	0
SEMA3B / NRP2 + PLXNA1	53.3322362836428	14.2859856074409	42.7663985254327	23.995848106319	75.2237796308741	27.1809240229673	38.9074431444044
SEMA3C / NRP2 + PLXNA1	53.3322362836428	14.2859856074409	42.7663985254327	23.995848106319	75.2237796308741	27.1809240229673	38.9074431444044
HLA-E / CD8B	2.83298017846075	47.7708669700607	10.7471770227263	42.7267429841657	0	3.66562017076112	3.39304749020127
PDGFB / PDGFRB	4.01134420013618	2.8436822814416	18.8798741035922	2.6490308197024	5.35475160027887	12.5739721132612	58.6248109372091
WNT4 / FZD5 + LRP5	31.6832016815884	68.6092284422858	17.7976361758676	9.163350262891	19.914276082343	13.4568913207565	26.5291852562361
BMP7 / ACVR1 + BMPR2	58.8504876816391	18.3146751417761	35.3198014006968	8.03873751633109	51.5544968144741	59.6359779821865	34.8563879040908
LAMA4 / CD44	2.89337433012561	2.46073114044193	7.71268225932416	57.5225159906656	22.5389029633401	13.7492742017887	2.2216576726571
WNT4 / FZD6 + LRP6	56.3188816846506	8.73455467029938	6.58801237031656	0	14.1515774517621	5.49947733361526	0
WNT9A / FZD9 + LRP6	53.6149802563592	15.7539892342785	12.7187826114755	0	0	0	27.2816139729464
WNT4 / FZD6 + LRP5	56.4755107329815	21.8432595934998	9.34048385701209	0	21.5928243903415	8.53124088984242	0
LAMA1 / DAG1	70.1201802065067	51.4067890292142	35.3724028952287	14.705602308876	48.2981593268633	43.3761637847832	69.877369938478
LAMA2 / DAG1	70.1201802065067	51.4067890292142	35.3724028952287	14.705602308876	48.2981593268633	43.3761637847832	69.877369938478
WNT4 / FZD8 + LRP5	42.2467410214667	30.0052009536836	37.4410945417832	5.43057982583381	0	53.8453717351779	30.2652754084689
