Gene	LogFC	Pval
RASGEF1B	RASGEF1B	0.380714070542728	0.00112032912438119
THAP9-AS1	THAP9-AS1	0.215896524446166	0.0938314145165634
PLAC8	PLAC8	0.224016508033469	0.0319945183935528
GPAT3	GPAT3	0.728978171308365	0.000379049415773971
GPRIN3	GPRIN3	0.225808939901797	0.00697279979107382
DAPP1	DAPP1	0.197917466034393	0.00661792839125806
NFKB1	NFKB1	1.70213950852534	1.68346845804637e-13
MANBA	MANBA	0.22907264885481	0.000113218720393904
TET2	TET2	0.381270442873642	0.000123004507625408
ANXA5	ANXA5	0.719884850290375	0.0631193172350077
MGST2	MGST2	0.111583597070406	0.0937675913977207
TBC1D9	TBC1D9	0.20891100234036	0.0852963354649563
PRMT9	PRMT9	1.67010518327307	4.63395755713554e-13
TLR2	TLR2	0.132874479669267	0.0105407235953621
FNIP2	FNIP2	1.2750589965395	4.71429969570299e-09
MARCH1	MARCH1	0.16588626866877	0.00839333073534904
CASP3	CASP3	0.490308864863475	0.0236753955639581
ACSL1	ACSL1	0.222743527575683	0.0004300404208905
SLC12A7	SLC12A7	0.506346235161999	0.00086859123708283
LPCAT1	LPCAT1	0.410118454055407	0.0827402441428605
OTULINL	OTULINL	0.193378483458121	0.00379594724751969
ANKH	ANKH	0.395130170469476	0.0543634127530882
IL7R	IL7R	2.37747860954631	1.21292366872077e-06
FYB1	FYB1	4.17927843851734	5.74173034296923e-05
PTGER4	PTGER4	0.230553476274681	0.000400150413197163
ZSWIM6	ZSWIM6	0.234333735604476	0.00200825426985812
NAIP	NAIP	0.171899641442429	0.0106135283094019
JMY	JMY	0.322935834824616	0.000464787817976618
SERINC5	SERINC5	0.169584476544222	0.00549904520746603
ZFYVE16	ZFYVE16	0.885927390923707	0.0110690071591478
CCNH	CCNH	0.402408387380907	0.0017427776375093
ELL2	ELL2	0.579128851091552	5.82631382717105e-05
ST8SIA4	ST8SIA4	0.657559289986693	0.000307078138932724
ATG12	ATG12	0.137432643559012	0.0142288466722725
TNFAIP8	TNFAIP8	0.511580016300791	0.0176080402642086
CDC42SE2	CDC42SE2	0.15607669447417	0.0206836775213339
FNIP1	FNIP1	0.421746897176805	1.55911232639298e-05
TCF7	TCF7	0.396294301141151	0.00566219885036951
ETF1	ETF1	0.754964852539454	0.0838821598905462
HBEGF	HBEGF	0.866508829031214	0.00322154254758779
SRA1	SRA1	0.692574844047238	0.000364842800350992
APBB3	APBB3	0.116213754225914	0.0313146668751808
CD14	CD14	12.1429784170646	1.72244514193104e-06
ARHGAP26	ARHGAP26	0.124216533332691	0.00533142436791854
ADRB2	ADRB2	0.157447212614815	0.0128550740617727
CSF1R	CSF1R	4.21050409118867	2.79043212849593e-07
CD74	CD74	194.848447342209	1.00615435411426e-29
TNIP1	TNIP1	0.100532791666387	0.0569618432271417
HAVCR2	HAVCR2	0.593876721708052	8.88378240693268e-05
SLU7	SLU7	0.113380737425321	0.0250885278404624
MIR3142HG	MIR3142HG	1.79964961710117	2.18462661566926e-06
DOCK2	DOCK2	0.180550410561146	0.000732811882530743
LCP2	LCP2	1.16155893907312	3.51970895323489e-07
STK10	STK10	0.194156927776943	0.000661954006066301
CREBRF	CREBRF	0.805896028585323	0.0791482759403029
SQSTM1	SQSTM1	1.22606364942458	1.72351675079154e-06
RNF130	RNF130	0.582928776156643	0.0198923868173592
MGAT1	MGAT1	0.504205778381939	0.0838667652017548
IRF4	IRF4	0.505175038346046	0.000443452886241749
SERPINB1	SERPINB1	1.48129217337752	0.00203128761865315
SERPINB9	SERPINB9	1.07985995476846	5.16008054801162e-09
LY86	LY86	0.63644168695793	1.14958280227951e-05
NEDD9	NEDD9	0.144616377306183	0.00531727922270707
PHACTR1	PHACTR1	2.98308780203211	2.97891040029051e-09
CD83	CD83	14.2037874929515	1.89472246946221e-18
JARID2	JARID2	0.186960054222335	0.0169151128272033
MYLIP	MYLIP	0.218628300181698	0.0246795429778001
TRIM38	TRIM38	0.365974935513866	0.000611110891423115
ZKSCAN8	ZKSCAN8	0.102188150689422	0.0373672277146223
HLA-A	HLA-A	3.790923765972	2.47438523763083e-13
HCG18	HCG18	0.192615018732406	0.00212549437963113
IER3	IER3	21.0972925914335	0.0756238213223929
HLA-C	HLA-C	2.46229066171665	1.09802638765234e-15
HLA-B	HLA-B	19.4042767798514	1.16680436255063e-28
TNF	TNF	10.2045514546744	7.92231530052932e-07
LTB	LTB	15.1625788948369	1.02671479047546e-05
LST1	LST1	1.76821080484037	3.45017412669114e-07
NCR3	NCR3	0.23693709697262	0.0123180509515008
AIF1	AIF1	16.3535697876409	6.899444878399e-10
GPSM3	GPSM3	0.347665058613757	0.000198381032186443
HLA-DRA	HLA-DRA	129.988564539099	2.59294712631084e-23
HLA-DRB5	HLA-DRB5	7.46814019394529	4.82904990939209e-05
HLA-DRB1	HLA-DRB1	180.980936362576	4.10640814151367e-21
HLA-DQA1	HLA-DQA1	23.568757849168	6.87599140182889e-12
HLA-DQB1	HLA-DQB1	32.2032343860046	4.59230010450907e-12
HLA-DQA2	HLA-DQA2	0.856818138539473	0.00221735582688963
HLA-DMB	HLA-DMB	0.722614241596449	3.31857930992803e-06
HLA-DMA	HLA-DMA	5.04294200905132	1.6521668735372e-11
HLA-DPA1	HLA-DPA1	64.0798047998621	3.65826644963519e-15
HLA-DPB1	HLA-DPB1	29.6422952377469	7.16288203866112e-13
TAPBP	TAPBP	0.25073806298943	0.000105872507685413
CUTA	CUTA	0.262711300886678	0.077160868257874
BAK1	BAK1	0.199042130591658	0.00372980190801342
DEF6	DEF6	0.327929115707352	0.000475649868260196
KCTD20	KCTD20	0.196967498393804	0.0179034372370623
FGD2	FGD2	0.240465049702289	0.000572774683222387
TREM1	TREM1	0.134056001434717	0.0069573107275951
CNPY3	CNPY3	0.547453344132607	0.000225344442750476
NFKBIE	NFKBIE	0.186054479403858	0.00544578785096604
ELOVL5	ELOVL5	1.45777765826498	0.0131650905160856
PTP4A1	PTP4A1	0.164577332921072	0.0832890392545057
OGFRL1	OGFRL1	0.182627259414015	0.00400215387370063
PRDM1	PRDM1	4.17324071530181	3.96334935299819e-05
CRYBG1	CRYBG1	0.42228354644695	0.00554034104076108
MICAL1	MICAL1	0.221892290387527	0.000674707342795332
NCOA7	NCOA7	2.00527317957115	0.0353764488021346
SGK1	SGK1	9.76688881915111	7.51581635614312e-11
IFNGR1	IFNGR1	2.29917870154025	0.00112777823297486
ABRACL	ABRACL	0.304857755205288	0.0126914112674776
CITED2	CITED2	0.303849291258009	0.0646653000605283
STX11	STX11	2.51681272271004	0.000121878357773447
UTRN	UTRN	0.160761992845785	0.00190670661188711
ARID1B	ARID1B	0.815140767511246	0.088680360363364
SNX9	SNX9	0.325494891833417	7.87828172677548e-06
SYNJ2	SYNJ2	0.260993383337152	0.0278015324607431
SYTL3	SYTL3	0.204218864315197	0.00139154983643489
TAGAP	TAGAP	0.790688619002457	1.39589614902259e-08
SOD2	SOD2	7.65772507424399	1.93144612021292e-10
QKI	QKI	0.37428750314511	0.005837581354409
RNASET2	RNASET2	8.0232375885939	1.04577817141575e-08
COX19	COX19	0.101991299860983	0.0450018688051394
EIF3B	EIF3B	0.687535659306116	0.0507140399503092
LFNG	LFNG	0.132503990245263	0.0432435058064965
ARL4A	ARL4A	0.262883562385642	0.00542117112820606
AHR	AHR	0.614836709634608	2.2944002429384e-05
CYCS	CYCS	6.66249834142602	0.0752929746246848
CPVL	CPVL	14.1023148972592	1.84719948166242e-06
AOAH	AOAH	1.5944554737546	6.31642918092249e-07
STK17A	STK17A	0.139418321866503	0.0207885111975907
DBNL	DBNL	0.206824761798422	0.0526491787758316
PURB	PURB	0.217567779113603	0.0236132019519486
MYO1G	MYO1G	0.204194235895502	0.000212544038996847
SNHG15	SNHG15	0.612033099893813	5.04627164805786e-05
IKZF1	IKZF1	0.434100651395342	3.82918192713624e-06
LAT2	LAT2	0.154948342121694	0.000814331503543674
NCF1	NCF1	2.28959309462875	0.00144817521161873
FGL2	FGL2	1.95982723752681	6.7731671582276e-08
CD36	CD36	0.61600544880592	3.81281896859595e-05
ARPC1B	ARPC1B	0.32905287932863	2.97451770840393e-06
ZNF655	ZNF655	0.191023528711421	0.00795776426942232
PILRA	PILRA	0.121135412495566	0.021017075406239
ORAI2	ORAI2	0.261512803448376	0.000126408280081292
KMT2E-AS1	KMT2E-AS1	0.130856420188048	0.0200522760934396
NAMPT	NAMPT	9.30156088921231	0.000105597391278659
SMO	SMO	0.196010916671398	0.0242863476058612
AC016831.1	AC016831.1	0.520489267794849	0.000546904430737597
AC016831.5	AC016831.5	0.384070313842396	4.81416130705689e-06
AC058791.1	AC058791.1	0.166465350311028	0.000395930316675884
TBXAS1	TBXAS1	0.427527566444297	0.000314259541517297
KDM7A	KDM7A	0.11798876762707	0.0406214805550259
BRAF	BRAF	0.1267857996706	0.0463905253567205
TRBC1	TRBC1	7.2164734657644	2.40893958023365e-05
TRBC2	TRBC2	2.30067004950449	0.0116701984786588
PDIA4	PDIA4	0.165459559698243	0.0133906854116413
LINC00996	LINC00996	0.821388363364156	0.00425987020415525
INSIG1	INSIG1	7.69276805540362	8.48184060252081e-14
DNAJB6	DNAJB6	1.34540652117721	0.0121382656396363
ESYT2	ESYT2	0.16676781875735	0.0199808270752124
CSF2RA	CSF2RA	1.08157685633363	2.48906097974952e-07
IL3RA	IL3RA	0.123995999596532	0.0146469231362751
ASMTL	ASMTL	0.120509186472214	0.0136474629579701
PRKX	PRKX	0.177334952989793	0.00186621700473427
TMSB4X	TMSB4X	16.4842070848764	0.00035871481206304
SYAP1	SYAP1	1.36341719570553	0.0059927739070099
RPS6KA3	RPS6KA3	0.121152194151029	0.0252573051600947
ACOT9	ACOT9	0.243121618811977	0.0591962089256587
SAT1	SAT1	47.4412144219636	8.39755028509609e-19
GK	GK	0.360291384200722	6.09944240538259e-05
CYBB	CYBB	0.616997524558217	5.37470388208736e-05
CHST7	CHST7	0.117231630824878	0.00486723517201017
RP2	RP2	0.1445097332277	0.0379130979689078
CFP	CFP	1.03911540558566	1.75430723077311e-06
WAS	WAS	0.482816598954345	8.52540529451385e-06
IL2RG	IL2RG	5.14972174485475	1.52508489292208e-07
OGT	OGT	0.199801454660303	0.0174495096410116
CXCR3	CXCR3	0.134056001434717	0.00816188651275426
CYSLTR1	CYSLTR1	0.118546212001069	0.0190038446898016
TSC22D3	TSC22D3	5.59074597270632	3.11970252436552e-10
ALG13	ALG13	0.325662778782657	0.000145974627578129
SEPT6	SEPT6	0.845114658054885	1.62601925965231e-10
RNF113A	RNF113A	0.106373001704261	0.0344539710070466
SASH3	SASH3	0.124453837322374	0.0092031773157247
MIR503HG	MIR503HG	2.74632577565287	0.0431769615994172
IDS	IDS	0.486771919738911	1.70483561397846e-05
CXorf40A	CXorf40A	0.138853115859937	0.0104513095590252
ARHGAP4	ARHGAP4	0.367063958847278	6.84519113341436e-07
IRAK1	IRAK1	0.176048170741902	0.0132584005331467
EMD	EMD	0.140260228700005	0.00516879150201571
CLN8	CLN8	0.408809495402309	0.000447934544643782
CTSB	CTSB	3.04994359011254	1.79568681639081e-05
ASAH1	ASAH1	1.2835966538088	8.56409278352049e-07
ATP6V1B2	ATP6V1B2	2.21864389223867	0.000688650950106706
TNFRSF10B	TNFRSF10B	0.457420268952694	0.000334042817849571
PTK2B	PTK2B	0.254117273775957	0.00154408213301119
DUSP4	DUSP4	2.41895943570942	0.000272160441726747
SARAF	SARAF	0.222177679250277	0.00624688244138979
AC044849.1	AC044849.1	0.151878292866923	0.00850258361352395
LEPROTL1	LEPROTL1	0.592993597998368	0.0081496626337624
TACC1	TACC1	0.749432289355363	0.00732790165436112
PLEKHA2	PLEKHA2	0.137642345849344	0.00664941066842666
HGSNAT	HGSNAT	0.310380043367386	0.0594697583301106
ATP6V1H	ATP6V1H	4.04225655552474	8.05265394160732e-05
LYN	LYN	0.547666554190444	3.4139488126768e-05
SDCBP	SDCBP	2.11904799985335	4.54698087239536e-06
PDE7A	PDE7A	0.181765566261255	0.00920814717104616
AP003354.2	AP003354.2	4.35489105734136	3.333482870017e-05
ATP6V1C1	ATP6V1C1	0.231759806460604	0.017911119605981
FAM49B	FAM49B	0.338723932360552	2.1687123734431e-05
SLA	SLA	2.28959309462875	0.00128165284369241
AGO2	AGO2	0.377255665425761	0.021462685542318
DENND3	DENND3	0.390247693589093	8.33440131940383e-06
GRINA	GRINA	0.484397890906159	0.000901041989328033
DOCK8	DOCK8	0.272605914747077	3.56294252735824e-05
HACD4	HACD4	0.107753498728867	0.0390716031529715
C9orf72	C9orf72	0.121586561135879	0.0109364241711643
B4GALT1	B4GALT1	0.157393478361077	0.0767106139704238
AQP3	AQP3	1.484343474572	0.00666626882168852
TESK1	TESK1	0.12781846540888	0.0203538399713322
CD72	CD72	0.16794637391346	0.00121148991775929
CCDC107	CCDC107	1.19630424116097	1.3902258289304e-05
CEMIP2	CEMIP2	0.197461421529727	0.0104699873170483
ZFAND5	ZFAND5	2.3058068986465	0.0516666055443824
ANXA1	ANXA1	14.4644763631414	7.78538810847527e-08
VPS13A	VPS13A	0.162951266201039	0.0875665800345704
DAPK1	DAPK1	0.244721694896387	0.000836455875938427
CTSL	CTSL	9.72465177419869	0.0109712219380683
SEMA4D	SEMA4D	0.125649430693461	0.00366471191702387
NINJ1	NINJ1	16.0201368102042	2.3454927631351e-10
AAED1	AAED1	0.136160736753251	0.00953345556274778
NR4A3	NR4A3	3.15192345025764	4.4740204318757e-05
ABCA1	ABCA1	0.415979727940794	0.00049628082547516
SLC31A2	SLC31A2	0.484036297195597	0.00252309606781856
AKNA	AKNA	0.301219923111718	0.0009986498550176
TLR4	TLR4	0.181733329971789	0.000624163705562584
TRAF1	TRAF1	0.133861909247597	0.00195802845342687
ZBTB43	ZBTB43	0.437681117868497	0.000328647187123906
FNBP1	FNBP1	1.77981087321978	3.12127427534313e-13
RALGDS	RALGDS	0.283626918875649	0.00111000919183997
FCN1	FCN1	3.23528696085057	0.0053170614290003
DPP7	DPP7	0.652526252718908	7.12915581785328e-09
NRARP	NRARP	0.585123602434061	0.00903146463215312
ARRDC1	ARRDC1	0.172919587726502	0.00535149847648374
IRF7	IRF7	1.03459046073452	3.53657102342201e-07
CTSD	CTSD	8.73759020513458	2.30830827413312e-05
TNNI2	TNNI2	0.20614106043491	0.0153915980112051
LSP1	LSP1	2.57900190480039	9.40110630731231e-08
PHLDA2	PHLDA2	2.23402862189805	0.0432035803256287
RHOG	RHOG	1.81683937830449	0.000115684195893701
TPP1	TPP1	0.463352666979747	3.79682957398474e-06
CD44	CD44	7.99375698435927	3.70375238223447e-11
SPI1	SPI1	0.540774167950443	0.000216829499849284
CELF1	CELF1	0.187190575386748	0.0329866442084564
LPXN	LPXN	0.460880931493895	1.83981260948332e-07
MPEG1	MPEG1	2.14351933919065	3.64719966346943e-08
MS4A6A	MS4A6A	4.24046734965027	5.67845768082758e-06
MS4A4A	MS4A4A	2.36386133866322	0.00118576133249625
MS4A7	MS4A7	3.62590726001744	7.3822214582576e-12
SLC15A3	SLC15A3	0.24759153838289	0.000444532413760848
CYB561A3	CYB561A3	0.103914718930898	0.0983714207024199
